titles,gross,max_theaters,opening_gross,opening_weekend_perc,opening_theaters,open_date,close_date
2:22,422,3,294,69.7,3,2017-10-01,2017-10-01
Black Panther,700059566,4084,202003951,28.9,4084,2018-02-01,2018-02-01
Avengers: Infinity War,678815482,4020,257698183,38,4020,2018-08-01,2018-08-01
Incredibles 2,608581744,4474,182687905,30,4474,2018-04-01,2018-04-01
Jurassic World: Fallen Kingdom,417719760,4474,148024610,35.4,4474,2018-09-01,2018-09-01
Aquaman,335061807,4410,67873522,20.3,4410,2018-06-01,2018-06-01
Deadpool 2,318491426,4410,125507153,39.4,4410,2018-12-01,2018-12-01
The Grinch,270620950,4485,67572855,25,4485,2018-06-01,2018-06-01
Mission: Impossible - Fallout,220159104,4475,61236534,27.8,4475,2018-10-01,2018-10-01
Ant-Man and the Wasp,216648740,4184,75812205,35,4184,2018-12-01,2018-12-01
Bohemian Rhapsody,216428042,4125,51061119,23.6,4125,2018-04-01,2018-04-01
A Star Is Born,215288866,4349,42908051,19.9,4349,2018-05-01,2018-05-01
Solo: A Star Wars Story,213767512,4349,84420489,39.5,4349,2018-10-01,2018-10-01
Venom,213515506,4141,80255756,37.6,4141,2018-11-01,2018-11-01
Ralph Breaks the Internet,201091711,4141,56237634,28,4141,2018-02-01,2018-02-01
Spider-Man: Into the Spider-Verse,190241310,4395,35363376,18.6,4395,2018-07-01,2018-07-01
A Quiet Place,188024361,4386,50203562,26.7,4386,2018-10-01,2018-10-01
Crazy Rich Asians,174532921,4206,26510140,15.2,4206,2018-07-01,2018-07-01
Mary Poppins Returns,171958438,4206,23523121,13.7,4206,2018-11-01,2018-11-01
Hotel Transylvania 3: Summer Vacation,167510016,4000,44076225,26.3,4000,2018-11-01,2018-11-01
Fantastic Beasts: The Crimes of Grindelwald,159555901,4000,62163104,39,4000,2018-04-01,2018-04-01
Halloween,159342015,3904,76221545,47.8,3904,2018-10-01,2018-10-01
The Meg,145443742,3686,45402195,31.2,3686,2018-04-01,2018-04-01
Ocean's Eight,140218711,4381,41607378,29.7,4381,2018-05-01,2018-05-01
Ready Player One,137690172,4381,41764050,30.3,4381,2018-09-01,2018-09-01
Bumblebee,127195589,4250,21654047,17,4250,2018-10-01,2018-10-01
Mamma Mia! Here We Go Again,120634935,4250,34952180,29,4250,2018-01-01,2018-01-01
The Nun,117450119,4017,53807379,45.8,4017,2018-11-01,2018-11-01
Creed II,115715889,4017,35574710,30.7,4017,2018-04-01,2018-04-01
Peter Rabbit,115253424,3813,25010928,21.7,3813,2018-12-01,2018-12-01
The Mule,103804407,3813,17509431,16.9,3813,2018-04-01,2018-04-01
The Equalizer 2,102084362,3808,36011640,35.3,3808,2018-04-01,2018-04-01
Rampage,101028233,3508,35753093,35.4,3508,2018-08-01,2018-08-01
A Wrinkle in Time,100478608,3865,33123609,33,3865,2018-08-01,2018-08-01
Fifty Shades Freed,100407760,3384,38560195,38.4,3384,2018-01-01,2018-01-01
Christopher Robin,99215042,4090,24585139,24.8,4090,2018-12-01,2018-12-01
Green Book,85080171,4090,320429,0.4,4090,2018-04-01,2018-04-01
I Can Only Imagine,83482352,4267,17108914,20.5,4267,2018-07-01,2018-07-01
Smallfoot,83240103,4267,23045635,27.7,4267,2018-11-01,2018-11-01
Night School,77339130,4163,27257615,35.2,4163,2018-11-01,2018-11-01
The First Purge,69488745,4163,17374280,25,4163,2018-02-01,2018-02-01
Game Night,69179066,3990,17005332,24.6,3990,2018-10-01,2018-10-01
Book Club,68566296,3928,13582231,19.8,3928,2018-01-01,2018-01-01
The House with a Clock in Its Walls,68549695,4118,26608020,38.8,4118,2018-08-01,2018-08-01
Skyscraper,68420120,4118,24905015,36.4,4118,2018-11-01,2018-11-01
Insidious: The Last Key,67745330,4145,29581355,43.7,4145,2018-06-01,2018-06-01
Instant Family,67363237,4145,14504315,21.5,4145,2018-09-01,2018-09-01
Blockers,60311495,4234,20556350,34.1,4234,2018-03-01,2018-03-01
Pacific Rim: Uprising,59874525,4234,28116535,47,4234,2018-07-01,2018-07-01
Tomb Raider,58250803,3597,23633317,40.6,3597,2018-12-01,2018-12-01
Maze Runner: The Death Cure,58032443,3550,24167011,41.6,3550,2018-03-01,2018-03-01
The Nutcracker and the Four Realms,54858851,3514,20352491,37.1,3514,2018-07-01,2018-07-01
Tag,54730625,3317,14947396,27.3,3317,2018-10-01,2018-10-01
A Simple Favor,53548586,3876,16011689,29.9,3876,2018-09-01,2018-09-01
Life of the Party,53059911,3876,17886075,33.7,3876,2018-11-01,2018-11-01
The Predator,51024708,3752,24632284,48.3,3752,2018-11-01,2018-11-01
Overboard,50316123,3441,14711101,29.2,3441,2018-03-01,2018-03-01
Sicario: Day of the Soldado,50072235,3725,19007566,38,3725,2018-02-01,2018-02-01
BlacKkKlansman,49275340,3725,10845330,22,3725,2018-06-01,2018-06-01
I Feel Pretty,48795601,3329,16030218,32.9,3329,2018-12-01,2018-12-01
Vice,47836282,2588,7768371,16.2,2588,2018-03-01,2018-03-01
Red Sparrow,46874505,3388,16853422,36,3388,2018-07-01,2018-07-01
Breaking In,46840590,3388,17630285,37.6,3388,2018-09-01,2018-09-01
Goosebumps 2: Haunted Halloween,46700633,4115,15802225,33.8,4115,2018-04-01,2018-04-01
12 Strong,45819713,4101,15815025,34.5,4101,2018-07-01,2018-07-01
Den of Thieves,44947622,3980,15206108,33.8,3980,2018-03-01,2018-03-01
First Man,44936545,3980,16006065,35.6,3980,2018-07-01,2018-07-01
Hereditary,44069456,3768,13575172,30.8,3768,2018-02-01,2018-02-01
Acrimony,43549096,3768,17170707,39.4,3768,2018-04-01,2018-04-01
Sherlock Gnomes,43242871,3602,10604774,24.5,3602,2018-08-01,2018-08-01
Uncle Drew,42469946,3602,15242781,35.9,3602,2018-11-01,2018-11-01
Widows,42402632,2648,12361307,29.2,2648,2018-11-01,2018-11-01
Truth or Dare,41411015,25,18667855,45.1,25,2018-05-01,2018-05-01
Paddington 2,40891591,2894,11001961,26.9,2894,2018-03-01,2018-03-01
"Love, Simon",40826341,1629,11756244,28.8,1629,2018-07-01,2018-07-01
Second Act,39282227,4131,6489983,16.5,4131,2018-09-01,2018-09-01
The Commuter,36343858,4131,13701452,37.7,4131,2018-01-01,2018-01-01
The 15:17 to Paris,36276286,3019,12554286,34.6,3019,2018-09-01,2018-09-01
Mile 22,36108758,3010,13710825,38,3010,2018-01-01,2018-01-01
Alpha,35857181,3038,10352512,28.9,3038,2018-07-01,2018-07-01
Peppermint,35418723,3031,13423255,37.9,3031,2018-09-01,2018-09-01
The Favourite,34366783,3502,422410,1.2,3502,2018-02-01,2018-02-01
Death Wish,34017028,3488,13010267,38.2,3488,2018-06-01,2018-06-01
The Spy Who Dumped Me,33562069,3169,12103043,36.1,3169,2018-05-01,2018-05-01
Annihilation,32732301,2781,11071584,33.8,2781,2018-08-01,2018-08-01
Isle of Dogs,32015231,3592,1620294,5.1,3592,2018-09-01,2018-09-01
Nobody's Fool,31713110,3592,13743111,43.3,3592,2018-01-01,2018-01-01
Adrift,31445012,3822,11603039,36.9,3822,2018-07-01,2018-07-01
Robin Hood,30824628,3782,9195670,29.8,3782,2018-09-01,2018-09-01
Super Troopers 2,30617396,3150,15181624,49.6,3150,2018-01-01,2018-01-01
Holmes & Watson,30573626,3116,7411522,24.2,3116,2018-03-01,2018-03-01
Slender Man,30569484,3426,11371866,37.2,3426,2018-11-01,2018-11-01
Teen Titans GO! To the Movies,29790236,3286,10411189,34.9,3286,2018-01-01,2018-01-01
The Hate U Give,29719483,3418,512035,1.7,3418,2018-04-01,2018-04-01
Searching,26020957,3379,388769,1.5,3379,2018-08-01,2018-08-01
Winchester,25091816,3708,9307626,37.1,3708,2018-03-01,2018-03-01
On the Basis of Sex,24622687,3708,686355,2.8,3708,2018-07-01,2018-07-01
The Strangers: Prey at Night,24586708,3854,10402271,42.3,3854,2018-03-01,2018-03-01
White Boy Rick,24011188,3854,8860431,36.9,3854,2018-05-01,2018-05-01
Won't You Be My Neighbor?,22835787,3793,475419,2.1,3793,2018-01-01,2018-01-01
Overlord,21704844,3787,10202108,47,3787,2018-05-01,2018-05-01
Proud Mary,20877013,3766,9959053,47.7,3766,2018-11-01,2018-11-01
The Happytime Murders,20706452,3766,9532425,46,3766,2018-01-01,2018-01-01
SuperFly,20545116,3382,6870740,33.4,3382,2018-06-01,2018-06-01
They Shall Not Grow Old,17956913,3382,0,0,3382,2018-09-01,2018-09-01
Show Dogs,17857020,3102,6023972,33.7,3102,2018-09-01,2018-09-01
Bad Times at the El Royale,17839115,3102,7132647,40,3102,2018-11-01,2018-11-01
Operation Finale,17612099,3656,6022758,34.2,3656,2018-05-01,2018-05-01
"Paul, Apostle of Christ",17560475,3656,5172585,29.5,3656,2018-08-01,2018-08-01
Free Solo,17541090,4070,294288,1.7,4070,2018-09-01,2018-09-01
Sorry to Bother You,17493096,4037,727266,4.2,4037,2018-11-01,2018-11-01
Chappaquiddick,17395520,2006,5765854,33.1,2006,2018-05-01,2018-05-01
Mary Queen of Scots,16468499,1623,194777,1.2,1623,2018-07-01,2018-07-01
Forever My Girl,16376066,3055,4245630,25.9,3055,2018-06-01,2018-06-01
Mortal Engines,15951040,3055,7559850,47.4,3055,2018-09-01,2018-09-01
Hunter Killer,15767460,1914,6653777,42.2,1914,2018-08-01,2018-08-01
If Beale Street Could Talk,14915773,1512,224476,1.5,1512,2018-03-01,2018-03-01
The Girl in the Spider's Web,14841338,3440,7810112,52.6,3440,2018-04-01,2018-04-01
The Possession of Hannah Grace,14837422,3440,6401744,43.1,3440,2018-06-01,2018-06-01
RBG,14017361,2534,578470,4.1,2534,2018-12-01,2018-12-01
Eighth Grade,13539709,2442,263797,1.9,2442,2018-04-01,2018-04-01
The Darkest Minds,12695691,3064,5842609,46,3064,2018-03-01,2018-03-01
Three Identical Strangers,12320845,3056,171503,1.4,3056,2018-06-01,2018-06-01
Upgrade,11977130,2537,4670905,39,2537,2018-05-01,2018-05-01
Padmaavat,11846060,2537,4493384,37.9,2537,2018-08-01,2018-08-01
The Old Man & the Gun,11277120,3723,142131,1.3,3723,2018-10-01,2018-10-01
Hell Fest,11107431,3521,5130963,46.2,3521,2018-12-01,2018-12-01
Welcome to Marwen,10763520,3018,2354205,21.9,3018,2018-01-01,2018-01-01
The Miracle Season,10230620,3002,3950652,38.6,3002,2018-03-01,2018-03-01
The Wife,9601092,2432,108284,1.1,2432,2018-01-01,2018-01-01
Midnight Sun,9561064,2432,4003993,41.9,2432,2018-03-01,2018-03-01
Tully,9369755,3640,3282610,35,3640,2018-10-01,2018-10-01
Traffik,9186156,3640,3941338,42.9,3640,2018-01-01,2018-01-01
Unfriended: Dark Web,8866745,2998,3653035,41.2,2998,2018-06-01,2018-06-01
Can You Ever Forgive Me?,8803865,2964,161510,1.8,2964,2018-08-01,2018-08-01
Early Man,8267544,2006,3190525,38.6,2006,2018-03-01,2018-03-01
The Death of Stalin,8047856,2006,184805,2.3,2006,2018-06-01,2018-06-01
Sanju,7909317,3662,2723349,34.4,3662,2018-03-01,2018-03-01
Unsane,7732899,3662,3762145,48.7,3662,2018-06-01,2018-06-01
Beautiful Boy,7649973,2742,218888,2.9,2742,2018-06-01,2018-06-01
Pandas,7574012,2742,158915,2.1,2742,2018-09-01,2018-09-01
Mid90s,7362439,2803,258157,3.5,2803,2018-11-01,2018-11-01
Dog Days,6809080,2803,2554766,37.5,2803,2018-02-01,2018-02-01
Boy Erased,6788692,3068,207057,3.1,3068,2018-04-01,2018-04-01
Hotel Artemis,6708147,3029,3232790,48.2,3029,2018-07-01,2018-07-01
A-X-L,6501381,3702,2798229,43,3702,2018-01-01,2018-01-01
Fahrenheit 11/9,6352306,3702,3008563,47.4,3702,2018-03-01,2018-03-01
Unbroken: Path to Redemption,6216897,2434,2238723,36,2434,2018-03-01,2018-03-01
The Hurricane Heist,6115825,2402,3024399,49.5,2402,2018-06-01,2018-06-01
Every Day,6102076,2607,3016149,49.4,2607,2018-12-01,2018-12-01
Once Upon a Deadpool,6100309,2607,2683200,44,2607,2018-02-01,2018-02-01
Leave No Trace,6046104,2892,219140,3.6,2892,2018-01-01,2018-01-01
Death of a Nation,5885881,2892,2356522,40,2892,2018-03-01,2018-03-01
My Hero Academia: Two Heroes,5754556,3042,1388499,24.1,3042,2018-02-01,2018-02-01
God's Not Dead: A Light in Darkness,5728940,3042,2689677,46.9,3042,2018-04-01,2018-04-01
Kin,5718096,3520,3035618,53.1,3520,2018-08-01,2018-08-01
Stan & Ollie,5470235,3520,78104,1.4,3520,2018-10-01,2018-10-01
Colette,5137622,2881,161179,3.1,2881,2018-08-01,2018-08-01
Simmba,5102129,2719,1758576,34.5,2719,2018-11-01,2018-11-01
Action Point,5059608,2980,2390164,47.2,2980,2018-09-01,2018-09-01
Beirut,5019226,2980,1734497,34.6,2980,2018-11-01,2018-11-01
Gringo,4969853,1554,2722420,54.8,1554,2018-11-01,2018-11-01
Samson,4719928,4,1942569,41.2,4,2018-04-01,2018-04-01
Cold War,4580048,2882,54353,1.2,2882,2018-03-01,2018-03-01
Amazing Grace,4450456,2847,57353,1.3,2847,2018-05-01,2018-05-01
Johnny English Strikes Again,4412170,3111,1638895,37.1,3111,2018-08-01,2018-08-01
Gotti,4343227,3111,1719902,39.6,3111,2018-09-01,2018-09-01
Blindspotting,4333394,2112,338999,7.8,2112,2018-02-01,2018-02-01
Burn the Stage: The Movie,4201819,2012,2420197,57.6,2012,2018-04-01,2018-04-01
Ya veremos,4165949,1947,1803848,43.3,1947,2018-03-01,2018-03-01
2.0,4152000,27,2775000,0,27,2018-08-01,2018-08-01
Life Itself,4102648,2468,2123463,51.8,2468,2018-11-01,2018-11-01
Sgt. Stubby: An American Hero,4015935,2468,1164403,29,2468,2018-12-01,2018-12-01
Ben Is Back,3703184,3015,80734,2.2,3015,2018-06-01,2018-06-01
Gosnell: The Trial of America's Biggest Serial Killer,3679893,3015,1162988,31.6,3015,2018-08-01,2018-08-01
Indivisible,3511417,2827,1503101,42.8,2827,2018-11-01,2018-11-01
The Oscar Nominated Short Films 2018: Live Action,3508777,2827,695044,19.8,2827,2018-01-01,2018-01-01
Disobedience,3498782,2125,237393,6.8,2125,2018-04-01,2018-04-01
First Reformed,3448256,2038,97562,2.8,2038,2018-07-01,2018-07-01
"Juliet, Naked",3444895,2780,60886,1.8,2780,2018-12-01,2018-12-01
Bad Samaritan,3435047,2776,1726868,50.3,2776,2018-02-01,2018-02-01
7 Days in Entebbe,3326885,2358,1592645,47.9,2358,2018-08-01,2018-08-01
Shoplifters,3313513,2358,89264,2.7,2358,2018-11-01,2018-11-01
2001: A Space Odyssey,3236321,3188,202759,6.3,3188,2018-07-01,2018-07-01
The Sisters Brothers,3143056,3188,115575,3.7,3188,2018-10-01,2018-10-01
Thoroughbreds,3072605,2375,1224430,39.8,2375,2018-10-01,2018-10-01
Whitney,3026351,36,1265572,41.8,36,2018-01-01,2018-01-01
Made for More,2999134,2009,0,0,2009,2018-08-01,2018-08-01
American Animals,2856954,9,134793,4.7,9,2018-11-01,2018-11-01
God Bless the Broken Road,2846257,2480,1386254,48.7,2480,2018-02-01,2018-02-01
La boda de Valentina,2783739,2480,1147073,41.2,2480,2018-03-01,2018-03-01
Bharath Ane Nenu,2663090,1957,2663090,100,1957,2018-12-01,2018-12-01
Qué León,2607916,33,291936,11.2,33,2018-03-01,2018-03-01
You Were Never Really Here,2528078,2464,132829,5.3,2464,2018-03-01,2018-03-01
Suspiria,2483472,2464,184037,7.4,2464,2018-05-01,2018-05-01
The Rider,2419031,2504,42244,1.7,2504,2018-09-01,2018-09-01
Mary and the Witch's Flower,2418404,2504,348475,14.4,2504,2018-11-01,2018-11-01
Hearts Beat Loud,2386251,893,74524,3.1,893,2018-06-01,2018-06-01
1991,2342264,29,328828,14,29,2018-09-01,2018-09-01
Papillon,2335896,2859,1090073,46.7,2859,2018-11-01,2018-11-01
At Eternity's Gate,2294915,2859,92856,4,2859,2018-12-01,2018-12-01
The Fall of the American Empire,2178460,2125,338216,15.5,2125,2018-01-01,2018-01-01
Indian Horse,2097362,2125,0,0,2125,2018-03-01,2018-03-01
Puzzle,2032018,3256,61214,3,3256,2018-08-01,2018-08-01
The Metropolitan Opera HD Live: Puccini: Tosca,2023749,3256,1498309,74,3256,2018-09-01,2018-09-01
A Fantastic Woman,2020988,2220,64241,3.2,2220,2018-06-01,2018-06-01
Pope Francis: A Man of His Word,2008385,2220,507870,25.3,2220,2018-08-01,2018-08-01
Assassination Nation,2005142,1335,1050021,52.4,1335,2018-12-01,2018-12-01
The Front Runner,2000105,0,51543,2.6,0,2018-05-01,2018-05-01
Detective Chinatown 2,1983984,3212,704047,35.5,3212,2018-05-01,2018-05-01
The Metropolitan Opera HD Live: Verdi: La Traviata,1882931,3212,1333159,70.8,3212,2018-10-01,2018-10-01
Racetime,1875283,2808,271061,14.5,2808,2018-10-01,2018-10-01
Moses,1807117,2808,416047,23,2808,2018-12-01,2018-12-01
The Metropolitan Opera HD Live: Puccini: La Bohème,1764201,1818,1326339,75.2,1818,2018-08-01,2018-08-01
Race 3,1690861,1818,1690861,100,1818,2018-11-01,2018-11-01
Pad Man,1670192,1473,740313,44.3,1473,2018-03-01,2018-03-01
Capernaum,1661096,1473,24988,1.5,1473,2018-05-01,2018-05-01
A Private War,1633208,483,60491,3.7,483,2018-09-01,2018-09-01
The Metropolitan Opera HD Live: Verdi: Aida,1595902,4,1187275,74.4,4,2018-05-01,2018-05-01
The Bookshop,1588150,1050,75736,4.8,1050,2018-07-01,2018-07-01
Operation Red Sea,1543547,16,436059,28.3,16,2018-11-01,2018-11-01
Destroyer,1533324,1645,55347,3.6,1645,2018-04-01,2018-04-01
Thugs of Hindostan,1449848,1560,1185386,81.8,1560,2018-08-01,2018-08-01
"Don't Worry, He Won't Get Far on Foot",1441705,1052,83339,5.8,1052,2018-12-01,2018-12-01
Princess Mononoke,1423877,4,476728,33.5,4,2018-01-01,2018-01-01
Finding Your Feet,1418682,1427,60132,4.2,1427,2018-01-01,2018-01-01
Little Women,1379497,1114,705063,51.1,1114,2018-05-01,2018-05-01
102 Not Out,1343797,3103,483681,36,3103,2018-12-01,2018-12-01
Baaghi 2,1319579,3103,650722,49.3,3103,2018-01-01,2018-01-01
Never Look Away,1304042,2728,0,0,2728,2018-10-01,2018-10-01
The Metropolitan Opera HD Live: Mozart: Così fan tutte,1302949,2728,966870,74.2,2728,2018-11-01,2018-11-01
Maria By Callas,1267301,1018,91915,7.3,1018,2018-12-01,2018-12-01
McQueen,1257275,4,98873,7.9,4,2018-04-01,2018-04-01
The Seagull,1252960,2929,79016,6.3,2929,2018-11-01,2018-11-01
The Metropolitan Opera HD Live: Massenet: Cendrillon,1243306,2929,925752,74.5,2929,2018-12-01,2018-12-01
Mandy,1214525,2298,225723,18.6,2298,2018-11-01,2018-11-01
Grease,1213413,2065,664766,54.8,2065,2018-02-01,2018-02-01
Beautifully Broken,1209645,432,589155,48.7,432,2018-05-01,2018-05-01
An Interview with God,1201434,34,0,0,34,2018-10-01,2018-10-01
Along With the Gods: The Last 49 Days,1200246,1084,311743,26,1084,2018-07-01,2018-07-01
The Metropolitan Opera HD Live: Saint-Saëns: Samson et Dalila,1195758,4,898384,75.1,4,2018-10-01,2018-10-01
Andhadhun,1193046,3127,278677,23.4,3127,2018-08-01,2018-08-01
Spirited Away,1175067,3127,494054,42,3127,2018-10-01,2018-10-01
The Metropolitan Opera HD Live: Verdi: Luisa Miller,1166858,433,850777,72.9,433,2018-06-01,2018-06-01
Lean on Pete,1163056,5,46975,4,5,2018-10-01,2018-10-01
My Neighbor Totoro,1144649,1458,539245,47.1,1458,2018-06-01,2018-06-01
The Metropolitan Opera HD Live: Donizetti: L'Elisir d'Amore,1115018,1457,837262,75.1,1457,2018-08-01,2018-08-01
Wildlife,1050616,354,104589,10,354,2018-01-01,2018-01-01
The Dark Crystal,1036956,326,548354,52.9,326,2018-02-01,2018-02-01
Zero,1035388,1042,1035388,100,1042,2018-09-01,2018-09-01
The Metropolitan Opera HD Live: Rossini: Semiramide,1033651,5,798605,77.3,5,2018-01-01,2018-01-01
The Metropolitan Opera HD Live: Puccini: La Fanciulla del West,1023233,2297,765549,74.8,2297,2018-09-01,2018-09-01
Nothing to Lose,1016188,2297,679531,66.9,2297,2018-11-01,2018-11-01
Elvis: The Comeback Special,1010657,1911,0,0,1911,2018-12-01,2018-12-01
Raid,1010385,1911,423817,41.9,1911,2018-01-01,2018-01-01
The Insult,1001305,1707,24957,0,1707,2018-04-01,2018-04-01
Labyrinth,993336,1707,558857,56.3,1707,2018-07-01,2018-07-01
Yellow Submarine,992305,541,107105,10.8,541,2018-08-01,2018-08-01
Little Italy,990230,4,283399,28.6,4,2018-04-01,2018-04-01
The Dawn Wall,970032,2173,0,0,2173,2018-03-01,2018-03-01
White Christmas,928298,2173,566045,61,2173,2018-05-01,2018-05-01
Kirk Cameron: Connect,918127,1356,0,0,1356,2018-05-01,2018-05-01
The Miseducation of Cameron Post,904703,1353,48638,5.4,1353,2018-07-01,2018-07-01
Kedarnath,901131,1046,407118,45.2,1046,2018-04-01,2018-04-01
Let the Sunshine In,892421,1046,39699,4.4,1046,2018-05-01,2018-05-01
Tea With the Dames,889343,1547,14777,1.7,1547,2018-07-01,2018-07-01
The Cakemaker,875751,1546,33384,3.8,1546,2018-08-01,2018-08-01
The Metropolitan Opera HD Live: Nico Muhly: Marnie,849710,555,639253,75.2,555,2018-10-01,2018-10-01
BANDSTAND: The Broadway Musical on Screen,839554,5,0,0,5,2018-03-01,2018-03-01
Schindler's List,833050,2494,566760,68,2494,2018-02-01,2018-02-01
Like Arrows,817990,2494,0,0,2494,2018-03-01,2018-03-01
Mirai,812794,548,63325,7.8,548,2018-03-01,2018-03-01
Beast,800365,4,53248,6.7,4,2018-07-01,2018-07-01
Sui Dhaaga,790628,359,581950,73.6,359,2018-06-01,2018-06-01
Pokémon the Movie: The Power of Us,789170,356,255299,32.4,356,2018-08-01,2018-08-01
Border,771930,2023,73700,9.5,2023,2018-03-01,2018-03-01
The Party,749827,2023,37396,5,2023,2018-04-01,2018-04-01
How Long Will I Love U,746933,776,204733,27.4,776,2018-10-01,2018-10-01
On Chesil Beach,745971,4,35765,4.8,4,2018-02-01,2018-02-01
The Polar Express,731018,35,0,0,35,2018-04-01,2018-04-01
Vox Lux,727119,33,155714,21.4,33,2018-07-01,2018-07-01
The Catcher Was a Spy,725223,1206,114771,15.8,1206,2018-10-01,2018-10-01
Burning,718991,4,26130,3.6,4,2018-12-01,2018-12-01
The Little Stranger,713143,2442,401563,56.3,2442,2018-08-01,2018-08-01
HBO Boxing: Canelo Alvarez vs. Gennady Golovkin II,707875,2442,707875,100,2442,2018-09-01,2018-09-01
Monster Hunt 2,706153,672,341834,48.4,672,2018-11-01,2018-11-01
Blaze,704955,5,44050,6.2,5,2018-01-01,2018-01-01
Boundaries,703438,2407,29552,4.2,2407,2018-06-01,2018-06-01
Jim Henson's Holiday Special with Fraggle Rock and Emmet Otter,695130,2407,473802,68.2,2407,2018-07-01,2018-07-01
The Trump Prophecy,671198,1710,0,0,1710,2018-08-01,2018-08-01
The Island,670883,1710,263412,39.3,1710,2018-10-01,2018-10-01
Dragon Ball Z: Broly - The Legendary Super Saiyan,658982,1719,357322,54.2,1719,2018-09-01,2018-09-01
Ponyo,653072,1719,281697,43.1,1719,2018-11-01,2018-11-01
Lizzie,642157,1620,47580,7.4,1620,2018-09-01,2018-09-01
"Love, Gilda",626318,1620,189639,30.3,1620,2018-11-01,2018-11-01
The Transformers,619597,2402,0,0,2402,2018-03-01,2018-03-01
Foxtrot,618883,2402,31629,5.1,2402,2018-05-01,2018-05-01
The Sound of Music,616171,1669,413497,67.1,1669,2018-02-01,2018-02-01
Itzhak,607290,1667,14350,2.4,1667,2018-03-01,2018-03-01
The Walking Dead: Wrath/The Walking Dead/Fear the Walking Dead: What's Your Story?/Fear the Walking Dead,605764,1566,605764,100,1566,2018-12-01,2018-12-01
"DCI 2019: Big, Loud & Live 16",603320,1566,0,0,1566,2018-01-01,2018-01-01
The Grateful Dead Meet-Up 2018,600554,361,0,0,361,2018-06-01,2018-06-01
The Big Lebowski,582585,9,330067,56.7,9,2018-10-01,2018-10-01
Pick of the Litter,578717,1005,16519,2.9,1005,2018-08-01,2018-08-01
Husband Material,567417,1005,292439,51.5,1005,2018-10-01,2018-10-01
Loveless,566356,535,30222,5.3,535,2018-09-01,2018-09-01
The Cat Returns,563718,508,254402,45.1,508,2018-10-01,2018-10-01
A Cool Fish,551876,1693,71187,12.9,1693,2018-03-01,2018-03-01
The Room,549602,1693,0,0,1693,2018-06-01,2018-06-01
The Children Act,547750,2141,76108,13.9,2141,2018-08-01,2018-08-01
Anna and the Apocalypse,545597,2141,52588,9.6,2141,2018-09-01,2018-09-01
Dragon Ball Z: Bardock - The Father of Goku/Dragon Ball Z: Fusion Reborn,540707,754,288095,53.3,754,2018-12-01,2018-12-01
Fireworks,525280,5,138014,26.3,5,2018-05-01,2018-05-01
Castle in the Sky,523664,593,197172,37.7,593,2018-09-01,2018-09-01
Grave of the Fireflies,516962,4,158101,30.6,4,2018-11-01,2018-11-01
The Sandlot,516130,301,263582,51.1,301,2018-12-01,2018-12-01
Beetlejuice,512947,301,0,0,301,2018-02-01,2018-02-01
Bullitt,511350,2032,408627,79.9,2032,2018-06-01,2018-06-01
Die Hard,510241,2032,321704,63,2032,2018-06-01,2018-06-01
The Spy Gone North,500803,755,43348,8.7,755,2018-04-01,2018-04-01
Monsters and Men,500101,755,118697,23.7,755,2018-06-01,2018-06-01
Bilal: A New Breed of Hero,490973,2404,309951,63.1,2404,2018-03-01,2018-03-01
The Great Battle,472166,2404,123983,26.3,2404,2018-04-01,2018-04-01
The Happy Prince,466440,1249,38886,8.3,1249,2018-02-01,2018-02-01
Puffs: Filmed Live Off Broadway,464483,1249,232863,50.1,1249,2018-04-01,2018-04-01
Final Portrait,461972,270,25472,5.5,270,2018-12-01,2018-12-01
Scotty and the Secret History of Hollywood,461689,3,28144,6.1,3,2018-04-01,2018-04-01
South Pacific,458000,263,258350,56.4,263,2018-12-01,2018-12-01
Condorito: The Movie,447719,3,248456,55.5,3,2018-07-01,2018-07-01
Perfect Blue,446062,552,19020,4.3,552,2018-10-01,2018-10-01
Porco Rosso,443059,544,156270,35.3,544,2018-11-01,2018-11-01
Elf,442073,503,0,0,503,2018-06-01,2018-06-01
DCI 2018 Tour Premeire,434008,503,0,0,503,2018-07-01,2018-07-01
The Shining,421572,523,0,0,523,2018-07-01,2018-07-01
Frankenstein,417783,14,0,0,14,2018-09-01,2018-09-01
Cirque du Soleil in Cinema: KURIOS - Cabinet of Curiosities,413039,645,0,0,645,2018-11-01,2018-11-01
A Bag of Marbles,411318,629,14420,3.5,629,2018-12-01,2018-12-01
"The Night Is Short, Walk on Girl",406490,369,18302,4.5,369,2018-08-01,2018-08-01
The Philadelphia Story,404524,369,258994,64,369,2018-10-01,2018-10-01
The Oath,401463,314,29077,7.2,314,2018-11-01,2018-11-01
We the Animals,400961,314,63357,15.8,314,2018-12-01,2018-12-01
The Gospel According to André,400713,2609,47802,11.9,2609,2018-09-01,2018-09-01
Leaning Into The Wind,400530,2609,24840,6.2,2609,,
West Side Story,398670,1633,207145,52,1633,2018-04-01,2018-04-01
Space Mutiny,397887,1633,0,0,1633,2018-01-01,2018-01-01
Krull,397157,598,95010,23.9,598,2018-12-01,2018-12-01
Vertigo,394212,4,252880,64.1,4,2018-02-01,2018-02-01
Soorma,390077,673,168354,43.2,673,2018-10-01,2018-10-01
Jane and Emma,380030,673,84512,22.2,673,2018-12-01,2018-12-01
Attack on Titan: Smoke Signal,377334,830,0,0,830,2018-10-01,2018-10-01
